UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Temperature_Difference,Wear_Torque_Index,AirTemp_RollingMean,ProcessTemp_RollingMean,Torque_RollingMean,ToolWear_RollingMean,Torque_Lag1,ToolWear_Lag1,AirTemp_Change,ProcessTemp_Change,Torque_Change,ToolWear_Change,AirTemp_RollingStd,ProcessTemp_RollingStd,Torque_RollingStd,ToolWear_RollingStd,Ambient_Humidity,Energy_Load_Index,Production_Demand,Shift,Days_Since_Maintenance,Production_Demand_Value,Torque_Load,Wear_Demand,Temperature_Humidity
4392,L11310,L,298.8,307.9,1700,37.7,215,0,0,0,0,0,0,9.099999999999966,8105.500000000001,299.84000000000003,309.88,34.790000000000006,101.7,37.2,163.0,-2.599999999999966,-4.2000000000000455,0.5,52.0,1.875099997332828,2.5576899299519567,7.008161908327582,70.82066553391564,84,0.7,High,Night,55,3,26.39,645,25863.6
4393,M85355,M,301.5,313.3,1204,39.7,244,0,0,0,0,0,0,11.800000000000011,9686.8,300.25,310.46,34.7,118.9,37.7,215.0,2.6999999999999886,5.400000000000034,2.0,29.0,1.7244967059656495,2.614999468875634,6.93060843889869,82.69683589271541,70,0.59,Medium,Day,41,2,23.423000000000002,488,21931.0
4394,L88993,L,299.5,310.8,1545,41.4,182,0,0,0,0,0,0,11.300000000000011,7534.8,300.0,310.33000000000004,35.58,128.8,39.7,244.0,-2.0,-2.5,1.6999999999999955,-62.0,1.6206994374849957,2.5560603366201207,7.188231122234917,83.83952926076506,68,0.48,Medium,Night,127,2,19.872,364,21134.4
4395,H76013,H,296.6,305.7,1440,26.9,51,0,0,0,0,0,0,9.099999999999966,1371.9,299.82,310.17,35.55,122.4,41.4,182.0,-2.8999999999999773,-5.100000000000023,-14.5,-131.0,1.8949054505869625,2.8047776699368807,7.227609102139748,87.37810557189577,42,0.63,Medium,Night,40,2,16.947,102,12839.4
4396,M70022,M,298.0,307.6,1286,43.0,161,0,0,0,0,0,0,9.600000000000025,6923.0,299.46000000000004,309.71000000000004,36.04,121.4,26.9,51.0,1.3999999999999773,1.900000000000034,16.1,110.0,1.8608241901545133,2.8120573725774647,7.577334623731472,86.81551320664623,40,0.8,High,Day,72,3,34.4,483,12304.0
4397,L18906,L,299.1,310.4,1378,36.5,110,0,0,0,0,0,0,11.299999999999956,4015.0,299.6,310.15,36.2,118.4,43.0,161.0,1.1000000000000227,2.7999999999999545,-6.5,-51.0,1.7638342073756896,2.4932130095741862,7.567474259398995,86.61947433073797,75,0.87,Low,Day,114,1,31.755,110,23280.0
4398,L19868,L,302.7,314.5,1423,50.7,135,0,0,0,0,0,0,11.800000000000011,6844.5,299.66,310.38,39.17,128.3,36.5,110.0,3.599999999999966,4.100000000000023,14.200000000000005,25.0,1.8655949304288773,2.7915746253480007,6.719796623906483,81.67149645582204,48,0.72,High,Day,177,3,36.504,405,15096.0
4399,L28546,L,301.8,310.5,1502,48.0,237,1,0,0,0,1,0,8.699999999999989,11376.0,299.78000000000003,310.18999999999994,39.37,150.2,50.7,135.0,-0.8999999999999773,-4.0,-2.700000000000003,102.0,1.9685301905504449,2.7020362691863915,6.970740435722766,78.0922531369147,40,0.75,Medium,Night,38,2,36.0,474,12420.0
4400,L82855,L,303.2,312.2,1444,53.1,3,0,0,0,0,0,0,9.0,159.3,300.26,310.5,41.42,150.1,48.0,237.0,1.3999999999999773,1.6999999999999886,5.100000000000001,-234.0,2.169587774465105,2.740640638812133,7.731436548993229,78.30063147183971,42,0.52,Low,Night,56,1,27.612000000000002,3,13112.4
4401,L43149,L,303.3,313.2,1552,30.6,235,0,0,0,0,0,0,9.899999999999975,7191.0,300.45,310.61,40.760000000000005,157.3,53.1,3.0,0.1000000000000227,1.0,-22.5,232.0,2.355725884826533,2.832529297680648,8.38572861738573,82.79969135744913,75,0.57,Low,Day,34,1,17.442,235,23490.0
4402,L77381,L,298.9,306.8,1389,52.7,248,1,0,0,0,1,0,7.900000000000034,13069.6,300.46000000000004,310.5,42.260000000000005,160.6,30.6,235.0,-4.400000000000034,-6.399999999999977,22.1,13.0,2.348143474699767,2.96760284854023,9.089578892580295,85.95244163037,74,0.5,Medium,Night,129,2,26.35,496,22703.2
4403,L33684,L,299.6,309.6,1452,40.8,101,0,0,0,0,0,0,10.0,4120.799999999999,300.27000000000004,310.13,42.370000000000005,146.3,52.7,248.0,0.7000000000000455,2.800000000000012,-11.900000000000006,-147.0,2.331451622201074,2.805965866585577,9.061769510788908,82.35566498763475,30,0.55,Medium,Day,10,2,22.44,202,9288.0
4404,L39858,L,299.2,310.4,1486,46.8,199,0,0,0,0,0,0,11.199999999999989,9313.2,300.24,310.09000000000003,42.91,148.0,40.8,101.0,-0.4000000000000341,0.7999999999999545,6.0,98.0,2.3443549219342548,2.7981938619202125,9.157929169122417,83.34399931742053,69,0.53,Low,Night,168,1,24.804,199,21417.6
4405,H55330,H,298.7,307.2,1570,46.6,72,0,0,0,0,0,0,8.5,3355.2000000000003,300.45,310.24,44.88,150.1,46.8,199.0,-0.5,-3.1999999999999886,-0.1999999999999957,-127.0,2.058721285975998,2.567402491927199,7.2517890512921,80.85577008201406,73,0.71,Medium,Day,16,2,33.086,144,22425.6
4406,M69204,M,296.3,306.4,1689,44.5,40,0,0,0,0,0,0,10.099999999999966,1780.0,300.28000000000003,310.12,45.03,138.0,46.6,72.0,-2.3999999999999773,-0.8000000000000114,-2.1000000000000014,-32.0,2.3351421560338124,2.7275548675607806,7.22404165116545,87.79901290257574,48,0.74,Medium,Day,174,2,32.93,80,14707.199999999999
4407,H35293,H,300.0,309.4,1690,29.1,239,0,0,0,0,0,0,9.399999999999975,6954.900000000001,300.37,310.02000000000004,44.29,150.9,44.5,40.0,3.6999999999999886,3.0,-15.4,199.0,2.3017143369424087,2.734471307827656,8.466988182871445,92.5748345934248,41,0.97,Medium,Day,152,2,28.227,478,12685.4
4408,L66869,L,297.4,309.1,1580,49.4,168,0,0,0,0,0,0,11.700000000000044,8299.199999999999,299.84000000000003,309.48,44.16,154.2,29.1,239.0,-2.6000000000000227,-0.2999999999999545,20.3,-71.0,2.315743221228162,2.239940475399928,8.367025224720372,92.53323727180388,37,0.52,High,Night,14,3,25.688,504,11436.7
4409,L14629,L,299.9,309.4,1615,43.4,246,0,0,0,0,0,0,9.5,10676.4,299.65,309.37,43.7,155.1,49.4,168.0,2.5,0.2999999999999545,-6.0,78.0,2.212715777299173,2.2111083193733347,8.258194583428866,93.46710651346788,37,0.79,High,Day,90,3,34.286,738,11447.8
4410,L15704,L,304.2,315.8,1593,25.2,30,0,0,0,0,0,0,11.600000000000025,756.0,299.75,309.73,40.91,157.8,43.4,246.0,4.300000000000011,6.400000000000034,-18.2,-216.0,2.4052026941606304,2.906716360431565,9.367965508997951,88.8616902832708,90,0.89,Medium,Day,167,2,22.428,60,28422.0
4411,L11776,L,299.0,308.4,1481,35.1,94,0,0,0,0,0,0,9.399999999999975,3299.4,299.32,309.25,41.36,143.7,25.2,30.0,-5.199999999999989,-7.400000000000034,9.900000000000002,64.0,2.0595576655620564,2.655497442414351,8.914806659584661,86.40351073114243,82,0.74,High,Night,18,3,25.974,282,25288.8
4412,L67255,L,300.4,311.2,1699,27.8,59,0,0,0,0,0,0,10.800000000000011,1640.2,299.47,309.68999999999994,38.87,124.8,35.1,94.0,1.3999999999999773,2.800000000000012,-7.300000000000001,-35.0,2.080090809982917,2.5675106837385964,8.872811154181983,81.59084916010306,74,0.55,Low,Day,84,1,15.290000000000001,59,23028.8
4413,M58281,M,301.8,312.1,1374,25.7,178,0,0,0,0,0,0,10.300000000000011,4574.599999999999,299.68999999999994,309.94,37.36,132.5,27.8,59.0,1.400000000000034,0.9000000000000341,-2.1000000000000014,119.0,2.207789241148465,2.6771460757887,9.749438730283645,82.72074843847962,41,0.56,Low,Night,169,1,14.392000000000001,178,12796.1
4414,M41236,M,300.6,310.4,1171,48.4,39,0,0,0,0,0,0,9.799999999999956,1887.6,299.83000000000004,309.93999999999994,37.52,116.5,25.7,178.0,-1.1999999999999886,-1.7000000000000457,22.7,-139.0,2.217631369025621,2.6771460757887,9.932975385049492,83.89444426049809,90,0.42,Medium,Day,56,2,20.328,78,27935.999999999996
4415,L76780,L,300.6,309.8,1351,25.2,198,0,0,0,0,0,0,9.199999999999989,4989.599999999999,300.02000000000004,310.2,35.38,129.1,48.4,39.0,0.0,-0.5999999999999659,-23.2,159.0,2.191295912873315,2.501999200639094,10.063774418952152,85.90621501252276,77,0.58,Medium,Day,164,2,14.615999999999998,396,23854.600000000002
4416,L11333,L,299.3,309.6,1789,26.7,24,0,0,0,0,0,0,10.300000000000011,640.8,300.32,310.52,33.6,127.5,25.2,198.0,-1.3000000000000114,-0.1999999999999886,1.5,-174.0,1.7949311345495225,2.140508766105648,9.843215373488986,87.87649161054279,62,0.85,Medium,Day,152,2,22.695,48,19195.2
4417,L79205,L,299.5,309.1,1485,59.6,204,1,0,0,0,1,0,9.600000000000025,12158.4,300.27,310.48999999999995,36.64999999999999,124.0,26.7,24.0,0.1999999999999886,-0.5,32.900000000000006,180.0,1.811721097004393,2.159963991468814,12.625921308517984,83.53176375221334,74,0.43,Medium,Day,90,2,25.628,408,22873.4
4418,L93120,L,298.1,307.4,1587,35.4,196,0,0,0,0,0,0,9.299999999999956,6938.4,300.34000000000003,310.32,35.25,126.8,59.6,204.0,-1.3999999999999773,-1.7000000000000457,-24.200000000000003,-8.0,1.6984960667856512,2.340845051590069,11.804542440188966,85.61386180597948,55,0.53,Low,Day,29,1,18.762,196,16907.0
4419,L60946,L,301.7,313.2,1488,46.5,60,0,0,0,0,0,0,11.5,2790.0,300.52,310.7,35.56,108.2,35.4,196.0,3.599999999999966,5.800000000000011,11.1,-136.0,1.7415191325065238,2.479247197570919,12.079845473625344,76.56631112963497,68,0.82,Low,Day,22,1,38.129999999999995,60,21297.6
4420,L65333,L,296.5,307.1,1638,51.1,243,1,0,0,0,1,0,10.600000000000025,12417.3,299.75,309.83000000000004,38.15,129.5,46.5,60.0,-5.199999999999989,-6.099999999999966,4.600000000000001,183.0,1.6324827717306944,1.9635851564591875,12.38451093548348,81.84029162541728,57,0.87,High,Day,11,3,44.457,729,17504.7
4421,L37277,L,301.9,312.6,1550,47.6,145,0,0,0,0,0,0,10.700000000000044,6902.0,300.04,310.25,39.4,134.6,51.1,243.0,5.399999999999977,5.5,-3.5,-98.0,1.7385817975189335,2.070024154448068,12.66999956151882,80.96665980513214,87,0.67,High,Night,41,3,31.892000000000003,435,27196.2
4422,H60606,H,297.2,306.8,1525,41.4,70,0,0,0,0,0,0,9.600000000000025,2898.0,299.72,309.81000000000006,40.76,135.7,47.6,145.0,-4.699999999999989,-5.800000000000011,-6.200000000000003,-75.0,1.946963447695972,2.3004588914195767,11.998629551374137,79.89305351530881,34,0.82,Medium,Day,177,2,33.94799999999999,140,10431.2
4423,L11933,L,301.9,311.7,1647,39.5,165,0,0,0,0,0,0,9.800000000000011,6517.5,299.73,309.77,42.14,134.4,41.4,70.0,4.699999999999989,4.899999999999977,-1.8999999999999984,95.0,1.959053059232034,2.259326349945042,10.808659080159202,79.23130694365707,37,0.63,Medium,Night,139,2,24.885,330,11532.9
4424,M43514,M,299.3,309.0,1454,45.3,63,0,0,0,0,0,0,9.699999999999989,2853.9,299.6,309.63,41.83,136.8,39.5,165.0,-2.599999999999966,-2.6999999999999886,5.799999999999997,-102.0,1.9379255804991729,2.259326349945172,10.652495795195776,76.33085876629448,54,0.5,Medium,Night,52,2,22.65,126,16686.0
4425,L99893,L,297.5,307.9,1604,37.7,181,0,0,0,0,0,0,10.399999999999975,6823.700000000001,299.29,309.44,43.08,135.1,45.3,63.0,-1.8000000000000114,-1.1000000000000227,-7.599999999999994,118.0,2.006904747780568,2.322450812779378,9.105285400371512,74.9939997599808,56,0.64,Low,Night,67,1,24.128000000000004,181,17242.399999999998
4426,L72958,L,301.2,311.8,1506,46.8,105,0,0,0,0,0,0,10.600000000000025,4914.0,299.48,309.66,45.09,143.2,37.7,181.0,3.6999999999999886,3.900000000000034,9.099999999999994,-76.0,2.095921966316112,2.44049175372524,7.081187910387465,65.42476595296294,75,0.75,Medium,Night,85,2,35.099999999999994,210,23385.0
4427,L16827,L,301.9,311.8,1518,37.3,78,0,0,0,0,0,0,9.900000000000034,2909.4,299.72,309.92999999999995,42.86,130.6,46.8,105.0,0.6999999999999886,0.0,-9.5,-27.0,2.231491778060819,2.519722206910866,5.288394001122418,64.54145954345942,52,0.97,Medium,Night,75,2,36.181,156,16213.6
4428,L40844,L,299.1,308.3,1391,38.5,247,0,0,0,0,0,0,9.199999999999989,9509.5,299.82,310.02000000000004,43.17,135.7,37.3,78.0,-2.7999999999999545,-3.5,1.2000000000000028,169.0,2.17245380976283,2.43392686825208,4.877396846679211,71.88115191063648,59,0.44,Medium,Night,136,2,16.94,494,18189.7
4429,L10792,L,301.4,312.2,1499,58.6,176,0,0,0,0,0,0,10.800000000000011,10313.6,299.79,309.92,44.38,147.3,38.5,247.0,2.2999999999999545,3.899999999999977,20.1,-71.0,2.1455121118790514,2.305934373162676,6.883603707361119,67.53608089178844,74,0.7,Low,Day,159,1,41.019999999999996,176,23102.8
4430,M49695,M,295.4,305.5,1441,35.1,44,0,0,0,0,0,0,10.100000000000025,1544.4,299.68,309.76,42.78,127.4,58.6,176.0,-6.0,-6.699999999999989,-23.5,-132.0,2.351264435243716,2.564371267972038,7.006473197455562,65.49164492937686,76,0.6,High,Day,123,3,21.06,132,23218.0
4431,M93187,M,297.4,305.9,1740,40.1,189,0,0,0,0,0,0,8.5,7578.900000000001,299.23,309.09000000000003,42.03,131.8,35.1,44.0,2.0,0.3999999999999772,5.0,145.0,2.3094251328938933,2.6146807750773164,6.832447097001936,68.22642042819227,52,0.7,High,Day,6,3,28.07,567,15906.8
4432,L52510,L,302.6,310.4,1236,44.2,224,1,0,1,0,0,0,7.799999999999954,9900.8,299.77,309.45,42.31,147.2,40.1,189.0,5.2000000000000455,4.5,4.100000000000001,35.0,2.411108550945386,2.510090746478582,6.861073774077208,70.08217398961794,78,0.41,Low,Day,81,1,18.122,224,24211.199999999997
4433,L49137,L,299.6,309.9,1697,44.8,51,0,0,0,0,0,0,10.299999999999956,2284.8,299.54,309.27,42.84,135.8,44.2,224.0,-3.0,-0.5,0.5999999999999943,-173.0,2.292112077926234,2.392604345803576,6.824498353562279,75.89583504895229,76,0.59,Medium,Day,13,2,26.432,102,23552.399999999998
4434,H94610,H,296.3,305.4,1225,42.8,30,0,0,0,0,0,0,9.099999999999966,1284.0,299.23999999999995,308.91,42.59,132.5,44.8,51.0,-3.300000000000012,-4.5,-2.0,-21.0,2.5127231796947536,2.690084674421914,6.769941736167875,80.01840066162563,49,0.89,High,Night,6,3,38.092,90,14964.599999999999
4435,L83410,L,298.6,309.0,1634,27.4,183,0,0,0,0,0,0,10.399999999999975,5014.2,299.35,309.02,41.56,132.7,42.8,30.0,2.300000000000012,3.6000000000000227,-15.4,153.0,2.4514168238881724,2.6665833320318924,8.223975788982777,80.15547392411828,47,0.73,Low,Night,155,1,20.002,183,14523.0
4436,L92212,L,298.2,307.4,1388,41.5,116,0,0,0,0,0,0,9.199999999999989,4814.0,299.05,308.58,41.03,133.8,27.4,183.0,-0.4000000000000341,-1.6000000000000227,14.1,-67.0,2.382459047100004,2.5156399671753293,8.01693346749364,79.80782473472694,47,0.67,Medium,Night,121,2,27.805000000000003,232,14447.8
4437,L49632,L,299.7,309.8,1639,42.3,72,0,0,0,0,0,0,10.100000000000025,3045.6,298.83,308.38,41.53,133.2,41.5,116.0,1.5,2.400000000000034,0.7999999999999972,-44.0,2.183295165060221,2.301593650786254,7.913708219145744,80.29501160650575,31,0.57,Medium,Day,45,2,24.110999999999997,144,9603.800000000001
4438,M46790,M,299.3,308.9,1516,51.3,146,0,0,0,0,0,0,9.599999999999966,7489.799999999999,298.85,308.43999999999994,42.81,123.1,42.3,72.0,-0.3999999999999772,-0.9000000000000341,9.0,74.0,2.186956281633296,2.307090519826364,8.390000662163718,70.09430155947872,33,0.58,Medium,Day,106,2,29.753999999999998,292,10193.699999999999
4439,H93568,H,300.4,312.1,1281,47.3,123,0,0,0,0,0,0,11.700000000000044,5817.9,298.75,308.43,41.68,117.8,51.3,146.0,1.099999999999966,3.200000000000045,-4.0,-23.0,2.077525237177321,2.2891288978817226,6.59626156748379,67.60966400350402,59,0.63,High,Day,26,3,29.799,369,18413.9
4440,L40885,L,299.9,310.8,1781,51.9,69,0,0,0,0,0,0,10.900000000000034,3581.1,299.2,308.96,43.36,120.3,47.3,123.0,-0.5,-1.3000000000000114,4.600000000000001,-54.0,1.729482902808967,2.144346572321299,6.86799339933649,64.98897342370245,62,0.9,Medium,Day,4,2,46.71,138,19269.600000000002
4441,M75214,M,302.7,314.1,1677,29.9,181,0,0,0,0,0,0,11.400000000000034,5411.9,299.73,309.78,42.34,119.5,51.9,69.0,2.800000000000012,3.300000000000012,-22.0,112.0,1.918361569441043,2.3971279111100303,8.05994210070168,64.09238124249536,65,0.98,Low,Night,37,1,29.302,181,20416.5
4442,M86544,M,300.8,310.9,1628,30.0,99,0,0,0,0,0,0,10.099999999999966,2970.0,299.55,309.83,40.92,107.0,29.9,181.0,-1.8999999999999773,-3.200000000000045,0.1000000000000014,-82.0,1.6900032873069706,2.416632183662093,8.902658778889075,52.6075617716277,47,0.66,Low,Night,21,1,19.8,99,14612.3
4443,L54870,L,300.9,311.7,1423,43.2,223,0,0,0,0,0,0,10.800000000000011,9633.6,299.67999999999995,310.01000000000005,40.76,124.2,30.0,99.0,0.0999999999999659,0.8000000000000114,13.200000000000005,124.0,1.7434321195712643,2.4883952883556635,8.839331296980289,59.8791375281169,66,0.64,Low,Day,28,1,27.648000000000003,223,20572.2
4444,L58110,L,302.3,312.4,1683,51.2,155,0,0,0,0,0,0,10.099999999999966,7936.0,300.28000000000003,310.71,41.6,136.7,43.2,223.0,1.400000000000034,0.6999999999999886,8.0,-68.0,1.4604413335994866,1.980151509353925,9.433863353779026,50.31246808142531,48,0.91,Medium,Night,32,2,46.592000000000006,310,14995.199999999999
4445,L15171,L,299.2,310.7,1308,37.9,186,0,0,0,0,0,0,11.5,7049.4,300.34,310.88,42.65,137.0,51.2,155.0,-3.1000000000000227,-1.6999999999999886,-13.300000000000004,31.0,1.3945927322648122,1.887855926705193,8.178596728317213,50.627177593769794,76,0.66,Medium,Day,103,2,25.014,372,23613.2
4446,H19589,H,297.5,307.4,1139,32.5,61,0,0,0,0,0,0,9.899999999999975,1982.5,300.27,310.88,41.75,131.5,37.9,186.0,-1.6999999999999886,-3.300000000000012,-5.399999999999999,-125.0,1.525377913100472,1.887855926705193,8.79144154530083,55.87734583691128,57,0.73,Low,Day,161,1,23.724999999999998,61,17521.8
4447,L28077,L,302.4,311.0,1258,23.9,177,0,0,0,0,0,0,8.600000000000023,4230.3,300.54,311.0,39.91,142.0,32.5,61.0,4.899999999999977,3.6000000000000227,-8.600000000000001,116.0,1.6473547819988943,1.849324200889456,10.435351242557834,53.25828052466985,69,0.54,Medium,Day,26,2,12.906,354,21459.0
4448,M74874,M,300.3,308.3,1372,43.5,165,1,0,1,0,0,0,8.0,7177.5,300.64,310.94,39.13,143.9,23.9,177.0,-2.099999999999966,-2.6999999999999886,19.6,-12.0,1.5931799089302594,1.932873508534807,9.75899015722872,53.75344950171395,49,0.85,Medium,Night,145,2,36.975,330,15106.7
4449,L82246,L,300.3,311.9,1402,38.8,9,0,0,0,0,0,0,11.599999999999966,349.2,300.63,310.92,38.28,132.5,43.5,165.0,0.0,3.599999999999966,-4.700000000000003,-156.0,1.5951663096844682,1.9205323336096625,9.329022814135744,68.69133860975492,78,0.72,Low,Night,116,1,27.935999999999996,9,24328.199999999997
4450,M95772,M,298.7,309.2,1460,35.6,162,0,0,0,0,0,0,10.5,5767.2,300.51,310.76,36.65,141.8,38.8,9.0,-1.6000000000000227,-2.6999999999999886,-3.199999999999996,153.0,1.6980053657804128,1.9967751779074947,8.016545390628014,65.35339827940587,62,0.89,Medium,Night,93,2,31.684,324,19170.399999999998
4451,L48227,L,298.8,309.3,1468,48.9,45,0,0,0,0,0,0,10.5,2200.5,300.12,310.28000000000003,38.55,128.2,35.6,162.0,0.1000000000000227,0.1000000000000227,13.299999999999995,-117.0,1.5831052467284663,1.6518003645848998,8.477322690566782,70.2563559797658,41,0.87,Medium,Day,30,2,42.543,90,12681.300000000001
4452,L24937,L,301.7,313.2,1421,39.0,23,0,0,0,0,0,0,11.5,897.0,300.21,310.51,39.45,120.6,48.9,45.0,2.8999999999999773,3.899999999999977,-9.9,-22.0,1.6502188407054268,1.890590736603447,7.928745171841382,77.50297485329934,87,0.53,Medium,Day,121,2,20.67,46,27248.399999999998
4453,M19754,M,302.0,310.3,1159,39.9,97,1,0,1,0,0,0,8.300000000000011,3870.3,300.32000000000005,310.37,39.12,108.0,39.0,23.0,0.3000000000000113,-2.8999999999999773,0.8999999999999986,74.0,1.7357675215551749,1.8439390204421369,7.823298537062111,68.75398978322043,80,0.83,Medium,Day,5,2,33.117,194,24824.0
4454,M35688,M,301.6,311.2,1572,48.9,114,0,0,0,0,0,0,9.599999999999966,5574.599999999999,300.25,310.25,38.89,103.9,39.9,97.0,-0.3999999999999772,0.8999999999999773,9.0,17.0,1.659484525051626,1.7328524974089026,7.453776075102876,66.83553612330022,44,0.88,Medium,Night,118,2,43.032,228,13692.8
4455,M17048,M,301.6,311.3,1490,61.7,72,0,0,0,0,0,0,9.699999999999989,4442.400000000001,300.49,310.31,41.27,92.5,48.9,114.0,0.0,0.1000000000000227,12.800000000000004,-42.0,1.6642983172754018,1.7603345641599015,10.342474451395804,60.71838454885249,70,0.61,High,Day,6,3,37.637,216,21791.0
4456,L32568,L,301.1,311.9,1413,35.5,218,0,0,0,0,0,0,10.799999999999956,7739.0,300.85,310.76000000000005,41.57,108.2,61.7,72.0,-0.5,0.5999999999999659,-26.200000000000003,146.0,1.2937885796704156,1.4878769363674478,10.100500537651993,71.08179951451912,68,0.5,Medium,Day,106,2,17.75,436,21209.199999999997
4457,M85019,M,300.3,309.6,1788,31.2,97,0,0,0,0,0,0,9.300000000000011,3026.4,300.64,310.62,42.3,100.2,35.5,218.0,-0.8000000000000114,-2.2999999999999545,-4.300000000000001,-121.0,1.1796421302888225,1.5281070352262875,8.870425268522427,66.85440233156825,31,0.4,Medium,Night,124,2,12.48,194,9597.6
4458,L27545,L,299.6,308.4,1494,30.0,206,0,0,0,0,0,0,8.799999999999955,6180.0,300.57,310.63,40.95,104.3,31.2,97.0,-0.6999999999999886,-1.2000000000000457,-1.1999999999999993,109.0,1.2220656465351043,1.5114746294769534,9.659681384209406,72.30498676516847,58,0.67,Medium,Day,138,2,20.1,412,17887.199999999997
4459,L92949,L,302.4,311.2,1548,44.6,90,0,0,0,0,0,0,8.800000000000011,4014.0,300.78000000000003,310.56,41.53,112.4,30.0,206.0,2.7999999999999545,2.800000000000012,14.6,-116.0,1.3447841627715462,1.4615060725146598,9.690321632088915,64.56555669326463,70,0.61,Low,Night,70,1,27.206,90,21784.0
4460,L55217,L,299.3,310.4,1680,29.0,90,0,0,0,0,0,0,11.099999999999966,2610.0,300.84000000000003,310.68,40.870000000000005,105.2,44.6,90.0,-3.099999999999966,-0.8000000000000114,-15.6,0.0,1.2518430856572234,1.3846780612583092,10.34193727822133,62.39800566613636,39,0.73,Medium,Night,138,2,21.169999999999998,180,12105.599999999999
4461,L58122,L,300.7,310.0,1271,36.2,126,0,0,0,0,0,0,9.300000000000011,4561.200000000001,301.03000000000003,310.75,39.6,113.3,29.0,90.0,1.3999999999999773,-0.3999999999999772,7.200000000000003,36.0,1.0328493490216208,1.3235054464047824,10.021088874080505,58.87283848355849,31,0.51,Medium,Day,106,2,18.462000000000003,252,9610.0
4462,L43746,L,298.4,307.8,1533,37.1,159,0,0,0,0,0,0,9.400000000000034,5898.900000000001,300.7,310.21,39.41,126.9,36.2,126.0,-2.300000000000012,-2.1999999999999886,0.8999999999999986,33.0,1.2901334986896615,1.314407344267872,10.05169416345093,50.85808140742692,80,0.92,Low,Day,44,1,34.132000000000005,159,24624.0
4463,H18709,H,298.7,309.3,1679,55.4,236,1,1,0,0,1,0,10.600000000000025,13074.4,300.37,310.11,40.96,140.8,37.1,159.0,0.3000000000000113,1.5,18.3,77.0,1.341682194525976,1.3444949485460052,11.258300641452538,59.95887479486796,40,0.55,Medium,Day,56,2,30.470000000000002,472,12372.0
4464,L35358,L,299.5,308.8,1521,51.8,26,0,0,0,0,0,0,9.300000000000011,1346.8,300.16,309.87,41.25,132.0,55.4,236.0,0.8000000000000114,-0.5,-3.6000000000000014,-210.0,1.2911665698538335,1.3425100868646642,11.519862074791495,69.9539531088527,42,0.54,Low,Day,132,1,27.972,26,12969.6
